subdivision,period,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind
US-NJ,2023-04,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2023-04,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2023-04,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2023-04,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2023-04,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2023-04,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2023-04,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2023-04,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2023-04,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2023-04,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2023-04,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2023-04,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2023-04,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2023-04,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2023-04,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2023-04,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2023-04,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2023-04,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2023-04,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2023-04,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2023-05,0.0589,0.1707,0.5354,0.0364,0,0.039,0.0009,0.0506,0.1083
CA-BC,2023-05,0.0057,0.0165,0.0516,0.9,0,0.0038,0.0001,0.0001,0.0223
CA-MB,2023-05,0.0003,0.0008,0.0025,0.973,0,0.0002,0,0,0.0232
CA-NB,2023-05,0.0365,0.1056,0.3313,0.3575,0.0752,0.0241,0.0005,0,0.0692
CA-NL,2023-05,0.0012,0.0036,0.0113,0.9774,0,0.0008,0,0,0.0057
CA-NS,2023-05,0.0473,0.137,0.4299,0.0929,0,0.0313,0.0007,0,0.2609
CA-NT,2023-05,0.0435,0.1261,0.3957,0.3654,0,0.0288,0.0006,0.0009,0.0389
CA-NU,2023-05,0.0731,0.2117,0.6642,0,0,0.0484,0.0011,0.0015,0
CA-ON,2023-05,0.0066,0.0192,0.0602,0.3123,0.5084,0.0044,0.0001,0.0255,0.0633
CA-PE,2023-05,0.0007,0.002,0.0063,0,0,0.0005,0,0.0013,0.9892
CA-QC,2023-05,0.0007,0.002,0.0063,0.9206,0,0.0005,0,0.0001,0.0698
CA-SK,2023-05,0.0583,0.1689,0.53,0.1291,0,0.0386,0.0009,0.002,0.0722
CA-YT,2023-05,0.0039,0.0114,0.0356,0.9429,0,0.0026,0.0001,0.0035,0
US-AK,2023-05,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2023-05,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2023-05,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2023-05,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2023-05,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2023-05,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2023-05,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2023-05,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2023-05,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2023-05,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2023-05,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2023-05,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2023-05,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2023-05,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2023-05,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2023-05,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2023-05,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2023-05,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2023-05,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2023-05,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2023-05,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2023-05,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2023-05,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2023-05,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2023-05,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2023-05,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2023-05,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2023-05,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2023-05,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2023-05,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2023-05,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2023-05,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2023-05,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2023-05,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2023-05,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2023-05,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2023-05,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2023-05,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2023-05,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2023-05,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2023-05,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2023-05,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2023-05,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2023-05,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2023-05,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2023-05,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2023-05,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2023-05,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2023-05,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2023-05,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2023-06,0.0574,0.1672,0.5247,0.0536,0,0.0376,0.0007,0.0503,0.1085
CA-BC,2023-06,0.0058,0.0168,0.0527,0.894,0,0.0038,0.0001,0.0001,0.0268
CA-MB,2023-06,0.0003,0.0008,0.0026,0.9835,0,0.0002,0,0.0001,0.0125
CA-NB,2023-06,0.0221,0.0644,0.2022,0.2804,0.3734,0.0145,0.0003,0,0.0427
CA-NL,2023-06,0.0009,0.0025,0.0078,0.984,0,0.0006,0,0,0.0043
CA-NS,2023-06,0.0529,0.154,0.4835,0.1131,0,0.0346,0.0007,0.0023,0.1588
CA-NT,2023-06,0.0462,0.1343,0.4216,0.3414,0,0.0302,0.0006,0.0008,0.0248
CA-NU,2023-06,0.0728,0.212,0.6653,0,0,0.0476,0.0009,0.0014,0
CA-ON,2023-06,0.0137,0.04,0.1254,0.2338,0.5021,0.009,0.0002,0.0214,0.0544
CA-PE,2023-06,0.001,0.0028,0.0089,0,0,0.0006,0,0.0016,0.985
CA-QC,2023-06,0.0008,0.0025,0.0078,0.9472,0,0.0006,0,0.0001,0.041
CA-SK,2023-06,0.06,0.1747,0.5483,0.1098,0,0.0392,0.0008,0.0028,0.0645
CA-YT,2023-06,0.0057,0.0166,0.052,0.9187,0,0.0037,0.0001,0.0033,0
US-AK,2023-06,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2023-06,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2023-06,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2023-06,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2023-06,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2023-06,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2023-06,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2023-06,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2023-06,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2023-06,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2023-06,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2023-06,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2023-06,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2023-06,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2023-06,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2023-06,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2023-06,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2023-06,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2023-06,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2023-06,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2023-06,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2023-06,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2023-06,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2023-06,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2023-06,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2023-06,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2023-06,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2023-06,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2023-06,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2023-06,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2023-06,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2023-06,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2023-06,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2023-06,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2023-06,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2023-06,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2023-06,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2023-06,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2023-06,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2023-06,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2023-06,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2023-06,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2023-06,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2023-06,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2023-06,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2023-06,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2023-06,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2023-06,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2023-06,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2023-06,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2023-07,0.0602,0.1741,0.5471,0.0415,0,0.0388,0.0007,0.0477,0.09
CA-BC,2023-07,0.0075,0.0218,0.0685,0.8758,0,0.0049,0.0001,0.0002,0.0212
CA-MB,2023-07,0.0002,0.0007,0.0021,0.9807,0,0.0002,0,0.0001,0.0161
CA-NB,2023-07,0.0274,0.0793,0.249,0.2632,0.3412,0.0176,0.0003,0,0.0219
CA-NL,2023-07,0.0008,0.0023,0.0071,0.9865,0,0.0005,0,0,0.0028
CA-NS,2023-07,0.0584,0.1689,0.5308,0.0978,0,0.0376,0.0006,0.0005,0.1053
CA-NT,2023-07,0.046,0.1331,0.4182,0.3575,0,0.0296,0.0005,0.0007,0.0145
CA-NU,2023-07,0.0732,0.212,0.666,0,0,0.0472,0.0008,0.0009,0
CA-ON,2023-07,0.0173,0.05,0.1572,0.2155,0.4958,0.0111,0.0002,0.0187,0.0341
CA-PE,2023-07,0.0011,0.0032,0.0101,0,0,0.0007,0,0.0033,0.9815
CA-QC,2023-07,0.0008,0.0025,0.0077,0.9558,0,0.0005,0,0.0001,0.0325
CA-SK,2023-07,0.0577,0.167,0.5247,0.1316,0,0.0372,0.0006,0.0025,0.0786
CA-YT,2023-07,0.0061,0.0177,0.0557,0.9128,0,0.004,0.0001,0.0036,0
US-AK,2023-07,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2023-07,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2023-07,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2023-07,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2023-07,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2023-07,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2023-07,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2023-07,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2023-07,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2023-07,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2023-07,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2023-07,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2023-07,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2023-07,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2023-07,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2023-07,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2023-07,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2023-07,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2023-07,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2023-07,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2023-07,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2023-07,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2023-07,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2023-07,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2023-07,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2023-07,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2023-07,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2023-07,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2023-07,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2023-07,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2023-07,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2023-07,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2023-07,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2023-07,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2023-07,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2023-07,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2023-07,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2023-07,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2023-07,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2023-07,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2023-07,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2023-07,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2023-07,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2023-07,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2023-07,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2023-07,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2023-07,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2023-07,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2023-07,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2023-07,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2023-08,0.0609,0.1751,0.5508,0.0306,0,0.0397,0.0007,0.0432,0.0989
CA-BC,2023-08,0.0073,0.0211,0.0663,0.8752,0,0.0048,0.0001,0.0001,0.025
CA-MB,2023-08,0.0002,0.0006,0.0019,0.9803,0,0.0001,0,0,0.0168
CA-NB,2023-08,0.0295,0.0847,0.2665,0.2325,0.3373,0.0192,0.0003,0.0001,0.0299
CA-NL,2023-08,0.0007,0.002,0.0064,0.9877,0,0.0005,0,0,0.0026
CA-NS,2023-08,0.0553,0.159,0.5002,0.0936,0,0.036,0.0006,0.0005,0.1546
CA-NT,2023-08,0.0621,0.1786,0.5618,0.1287,0,0.0405,0.0007,0.0004,0.0271
CA-NU,2023-08,0.0736,0.2115,0.6652,0,0,0.0479,0.0008,0.001,0
CA-ON,2023-08,0.0139,0.0399,0.1255,0.2015,0.5383,0.009,0.0002,0.0182,0.0536
CA-PE,2023-08,0.001,0.0028,0.0087,0,0,0.0006,0,0.0023,0.9847
CA-QC,2023-08,0.001,0.0028,0.0087,0.9462,0,0.0006,0,0.0001,0.0405
CA-SK,2023-08,0.0608,0.1749,0.5501,0.1137,0,0.0396,0.0007,0.0022,0.058
CA-YT,2023-08,0.0044,0.0127,0.0398,0.9384,0,0.0029,0.0001,0.0018,0
US-AK,2023-08,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2023-08,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2023-08,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2023-08,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2023-08,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2023-08,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2023-08,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2023-08,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2023-08,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2023-08,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2023-08,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2023-08,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2023-08,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2023-08,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2023-08,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2023-08,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2023-08,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2023-08,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2023-08,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2023-08,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2023-08,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2023-08,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2023-08,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2023-08,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2023-08,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2023-08,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2023-08,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2023-08,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2023-08,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2023-08,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2023-08,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2023-08,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2023-08,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2023-08,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2023-08,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2023-08,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2023-08,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2023-08,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2023-08,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2023-08,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2023-08,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2023-08,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2023-08,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2023-08,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2023-08,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2023-08,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2023-08,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2023-08,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2023-08,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2023-08,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2023-09,0.0594,0.1724,0.5433,0.0276,0,0.0395,0.0007,0.036,0.1211
CA-BC,2023-09,0.007,0.0204,0.0643,0.8669,0,0.0047,0.0001,0.0001,0.0366
CA-MB,2023-09,0.0003,0.0008,0.0026,0.9668,0,0.0002,0,0.0001,0.0293
CA-NB,2023-09,0.0261,0.0757,0.2384,0.2477,0.3633,0.0173,0.0003,0.0002,0.0311
CA-NL,2023-09,0.0007,0.0021,0.0067,0.9862,0,0.0005,0,0,0.0036
CA-NS,2023-09,0.0555,0.1612,0.508,0.0977,0,0.0369,0.0007,0.0004,0.1396
CA-NT,2023-09,0.057,0.1655,0.5215,0.1822,0,0.0379,0.0007,0.0004,0.0348
CA-NU,2023-09,0.0728,0.2115,0.6664,0,0,0.0484,0.0009,0,0
CA-ON,2023-09,0.0125,0.0362,0.114,0.2221,0.54,0.0083,0.0001,0.0191,0.0478
CA-PE,2023-09,0.0007,0.0021,0.0065,0,0,0.0005,0,0.0021,0.9881
