country,period,adpe,ap,ctue,ctuh-c,ctuh-nc,gwp,ir,pm,wu
SV,2023-09,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2023-10,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2023-11,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2023-12,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2024-01,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SY,2019-01,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2019-02,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2019-03,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2019-04,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2019-05,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2019-06,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2019-07,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2019-08,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2019-09,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2019-10,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2019-11,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2019-12,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-01,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-02,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-03,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-04,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-05,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-06,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-07,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-08,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-09,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-10,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-11,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2020-12,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2021-01,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2021-02,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2021-03,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
SY,2021-04,3.17112e-9,0.0000034574,0.00124134,1.65228e-11,7.2188e-11,0.00053302,0.000039672,5.09765e-8,0.000123272
